"","Disp.","Band","Species","Wing","Age","Aged","Sex","Sexed","Fat","Weight","Date","Time","Bander","Scribe","Net","Notes","Exported","Valid","Invalid","Errors","History","Age.1","Sex.1","Location","Status","Condition","Code","Program","F","T","R2","3","R4","R5","R6","7","UC","S","SL","TC","SC","SD","CE","TP","OT","AL","TA","Z","NA","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17","NA.18","NA.19","NA.20","Replaced Band Number for Disposition 5 captures","DET Category Override","Aux Marker Type","Is Aux Marker Coded?","Aux Marker Code","Aux Marker Band Color","Aux Marker Code Color","Left Leg Color 1","Left Leg Color 2","Left Leg Color 3","R Leg Color 1","R Leg Color 2","R Leg Color 3","Last Bandit Export Timestamp","Count Bandit Exports","Creation Timestamp","Modify Timestamp","DET Category","To Be Deleted","Days since most recent prior capture","DET Date","Original Capture ID","NA.21","NA.22","NA.23","NA.24","NA.25","NA.26","NA.27","NA.28","NA.29","NA.30","NA.31","NA.32","NA.33","NA.34","NA.35","NA.36","NA.37","NA.38","Flags","Year","Season","week"
"6860","1","195151525","NOCA","89","1","1","5","1","0","44.3","2006-05-06","10:10","JUP","KR","K2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","5/6/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"SMMP",18
"6870","1","195151528","NOCA","85","1","1","5","1B","0","42.6","2006-05-07","08:10","MAH","MCD","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","SMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","5/7/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"SMMP",19
"7277","R","121258624","NOCA","100","5","1","4","1","1","44.7","2006-05-26","10:20","BF","CCL","K2","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","SMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","4/18/2020 14:52","Return","","253","5/26/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"SMMP",21
"7479","R","223100897","NOCA","91","1","1","5","1B","1","42.6","2006-08-02","08:30","SNL","MAH","H1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","112","8/2/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",31
"7502","R","121258624","NOCA","95","1","1","4","1","0","41.9","2006-08-04","07:20","SNL","SOC","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","70","8/4/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",31
"7607","R","223100897","NOCA","92","1","1M","5","1B","0","41.7","2006-08-07","10:20","SNL","BAM","N1","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","5","8/7/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",32
"7663","1","195151588","NOCA","89","2","1","4","1","0","40.6","2006-08-09","07:20","SNL","BF","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/9/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",32
"7865","R","223100857","NOCA","87","1","1","5","1","0","40.2","2006-08-14","09:40","SNL","GJR","B3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","180","8/14/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",33
"8289","1","195176604","NOCA","87","2","1","0","1","2","44.3","2006-08-28","11:10","SNL","SM","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/28/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",35
"8300","1","195176605","NOCA","88","2","1","4","1","0","40","2006-08-29","07:40","SNL","CLS","C2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/29/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",35
"8532","1","195176616","NOCA","90","2","1","4","1","0","43.4","2006-09-06","08:30","SNL","SNL","K1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","9/6/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",36
"8807","R","195176605","NOCA","88","2","1","4","1","0","42.2","2006-09-12","09:30","MAH","SCM","N3","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","14","9/12/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",37
"10594","1","195176647","NOCA","90","2","1","4","1","0","42.8","2006-10-15","10:40","MAH","NAC","D1","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","4/17/2020 16:54","Banded","","","10/15/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",42
"10913","1","195176648","NOCA","88","0","1","5","1","0","41.5","2006-10-20","09:10","MAH","LZB","D3","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/20/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",42
"11006","1","195176651","NOCA","94","0","1","5","1","0","40","2006-10-22","09:20","MAG",NA,"A2","","FALSE","","","FALSE","FALSE","","","MBO","300","","","FMMP2006","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/22/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"FMMP",43
"11174","1","195176652","NOCA","94","0","1","4","1","0","48","2006-11-19","11:20","MAG","VF","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2006-07","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","11/19/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"WINT",47
"11176","R","195176605","NOCA","95","0","1","4","1","0","45.9","2006-11-19","11:50","MAG","CLS","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","7","89","WINTER2006-07","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","68","11/19/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"WINT",47
"11190","1","195176653","NOCA","87","0","1","5","1","1","41.9","2006-11-22","12:00","GEG","SG","V4","","FALSE","","","FALSE","FALSE","","","MBO","300","","","WINTER2006-07","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","11/22/2006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2006,"WINT",47
"11325","R","223100857","NOCA","89","1","1","5","1","2","43.3","2007-04-20","06:50","BF","BF","B3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","249","4/20/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",16
"11392","R","223100857","NOCA","91","1","1","5","B","2","46.1","2007-05-01","09:40","BF","BF","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","11","5/1/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",18
"11425","R","121258624","NOCA","99","1","1","4","1","1","45","2007-05-04","08:20","BF","BF","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","273","5/4/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",18
"11638","R","195176647","NOCA","94","5","1","4","1","1","41.1","2007-05-12","06:50","BF","MIF","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","209","5/12/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",19
"11824","R","195176605","NOCA","92","1","1","4","1","0","42.5","2007-05-20","08:30","MAH","CMA","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","182","5/20/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",20
"11913","R","121258624","NOCA","99","1","1","4","1","1","44.3","2007-05-22","09:30","MAH","HSL","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","18","5/22/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",21
"12169","R","195176647","NOCA","93","1","1","4","1","2","41.6","2007-06-01","07:10","MAH","GEG","JT","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","SMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","4/18/2020 15:09","Repeat","","20","6/1/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"SMMP",22
"12299","1","223166103","NOCA","91","2","1","0","1","0","42.3","2007-08-02","08:10","MAH","MAH","H1","","FALSE","","","FALSE","FALSE","0","4","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/2/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",31
"12318","R","121258624","NOCA","96","1","1","4","1","0","43.5","2007-08-03","08:10","MAH","SOC","B3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","73","8/3/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",31
"12526","R","121258624","NOCA","97","1","1","4","1","2","44.1","2007-08-09","06:50","MAH","SOC","B2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","6","8/9/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",32
"12609","1","123226370","NOCA","82","2","1","5","1","1","37.2","2007-08-12","08:30","BF","SCM","C2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/12/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",32
"12829","R","223100857","NOCA","91","1","1","5","B1","0","40.6","2007-08-23","07:00","MAG","GEG","B3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","114","8/23/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",34
"13168","R","223100897","NOCA","93","1","12","5","B","1","42.2","2007-09-06","09:40","BF","EID","C1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","395","9/6/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",36
"13216","R","123226370","NOCA","80","2","1","5","1","0","36.8","2007-09-08","07:40","BF","VC","C1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","27","9/8/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",36
"13390","R","121258624","NOCA","92","1","1","4","1","0","44.8","2007-09-13","10:10","GEG","MAH","N1","","FALSE","","","FALSE","FALSE","1","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","35","9/13/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",37
"13418","R","123226370","NOCA","80","2","1","5","1","0","38.8","2007-09-14","10:40","BF","SOC","A2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","6","9/14/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",37
"13606","R","189189789","NOCA","88","1","1","5","1","0","45.8","2007-09-21","11:10","BF","HCH","E1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","691","9/21/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",38
"14556","1","223166186","NOCA","89","2","1","4","1","0","","2007-10-07","12:20","MAH","AK","C2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/7/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",40
"14880","1","123226470","NOCA","90","2","1","4","1","0","42","2007-10-11","08:00","BF","TG","C1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/11/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",41
"14913","1","123226473","NOCA","92","2","21","4","1","0","40.1","2007-10-11","09:40","BF","TG","H1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/11/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",41
"15050","R","195176605","NOCA","94","1","1","4","1","1","34","2007-10-14","09:30","BF","SMZ","D2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","147","10/14/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",41
"15629","R","223100857","NOCA","92","0","1","5","1","0","42.6","2007-10-25","07:30","GEG","DAD","H2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","63","10/25/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",43
"15655","1","195151354","NOCA","88","0","1","5","1","0","38.1","2007-10-25","10:00","GEG","GJR","E1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/25/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",43
"15664","R","123226370","NOCA","88","0","1","5","1","1","42","2007-10-25","11:50","MAH","DAD","N1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","41","10/25/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",43
"15690","1","195151357","NOCA","94","0","1","4","1","0","42.8","2007-10-28","10:10","MAH","MMK","N3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2007","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/28/2007","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2007,"FMMP",43
"17008","R","195176605","NOCA","93","1","1","4","1","1","43.5","2008-08-04","07:10","BF","NCF","N3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","7","89","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Return","","295","8/4/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",31
"17023","1","223166207","NOCA","85","1","21","4","1","0","42","2008-08-04","10:00","GEG","NCF","H2","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/4/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",31
"17077","R","223166207","NOCA","86","1","1","4","1","0","40","2008-08-07","06:00","GEG","MAH","N1","","FALSE","","","FALSE","FALSE","5","0","MBO","300","7","89","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Repeat","","3","8/7/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",32
"17139","1","223166236","NOCA","88","4","1","0","1","1","37.2","2008-08-09","07:20","BF","SOC","D1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/9/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",32
"17456","1","223166271","NOCA","86","1","21","5","B1","0","45","2008-08-17","10:10","MAH","AAD","E1","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","8/17/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",33
"21666","1","173102827","NOCA","88","1","2B","5","1","0","42.2","2008-10-09","08:40","JHJ","GK","B3","","FALSE","","","FALSE","FALSE","0","0","MBO","300","","","FMMP2008","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","Banded","","","10/9/2008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2008,"FMMP",41
